"","Gender","Cancer type","Stage","HR","cfDNA status","50-54","55-59","60-64","65-69","70-74","75-79"
"426","Female","Thyroid","III","3","positive",0,1,1,1,1,1
"427","Female","Thyroid","IV","1","negative",1,1,1,1,1,1
"428","Female","Thyroid","IV","1andhalf","negative",1,1,1,1,1,1
"429","Female","Thyroid","IV","3","negative",1,1,1,1,1,1
"430","Female","Thyroid","IV","1","positive",1,1,1,1,1,1
"431","Female","Thyroid","IV","1andhalf","positive",1,1,1,1,1,1
"432","Female","Thyroid","IV","3","positive",1,1,1,1,1,1
"433","Female","Urothelial Tract","I","1","negative",1,1,1,1,1,1
"434","Female","Urothelial Tract","I","1andhalf","negative",1,1,1,1,1,1
"435","Female","Urothelial Tract","I","3","negative",1,1,1,1,1,1
"436","Female","Urothelial Tract","I","1","positive",1,1,1,1,1,1
"437","Female","Urothelial Tract","I","1andhalf","positive",1,1,1,1,1,1
"438","Female","Urothelial Tract","I","3","positive",1,1,1,1,1,1
"439","Female","Urothelial Tract","II","1","negative",1,0,1,1,1,1
"440","Female","Urothelial Tract","II","1andhalf","negative",1,0,1,1,1,1
"441","Female","Urothelial Tract","II","3","negative",1,0,1,1,1,1
"442","Female","Urothelial Tract","II","1","positive",1,0,1,1,1,1
"443","Female","Urothelial Tract","II","1andhalf","positive",1,0,1,1,1,1
"444","Female","Urothelial Tract","II","3","positive",1,0,1,1,1,1
"445","Female","Urothelial Tract","III","1","negative",1,1,1,1,1,1
"446","Female","Urothelial Tract","III","1andhalf","negative",1,1,1,1,1,1
"447","Female","Urothelial Tract","III","3","negative",1,1,1,1,1,1
"448","Female","Urothelial Tract","III","1","positive",1,1,1,1,1,1
"449","Female","Urothelial Tract","III","1andhalf","positive",1,1,1,1,1,1
"450","Female","Urothelial Tract","III","3","positive",1,1,1,1,1,1
"451","Female","Urothelial Tract","IV","1","negative",1,1,1,1,1,1
"452","Female","Urothelial Tract","IV","1andhalf","negative",1,1,1,1,1,1
"453","Female","Urothelial Tract","IV","3","negative",1,1,1,1,1,1
"454","Female","Urothelial Tract","IV","1","positive",1,1,1,1,1,1
"455","Female","Urothelial Tract","IV","1andhalf","positive",1,1,1,1,1,1
"456","Female","Urothelial Tract","IV","3","positive",1,1,1,1,1,1
"457","Female","Uterus","I","1","negative",1,1,1,1,1,1
"458","Female","Uterus","I","1andhalf","negative",1,1,1,1,1,1
"459","Female","Uterus","I","3","negative",1,1,1,1,1,1
"460","Female","Uterus","I","1","positive",1,1,1,1,1,1
"461","Female","Uterus","I","1andhalf","positive",1,1,1,1,1,1
"462","Female","Uterus","I","3","positive",1,1,1,1,1,1
"463","Female","Uterus","II","1","negative",1,1,1,1,1,1
"464","Female","Uterus","II","1andhalf","negative",1,1,1,1,1,1
"465","Female","Uterus","II","3","negative",1,1,1,1,1,1
"466","Female","Uterus","II","1","positive",1,1,1,1,1,1
"467","Female","Uterus","II","1andhalf","positive",1,1,1,1,1,1
"468","Female","Uterus","II","3","positive",1,1,1,1,1,1
"469","Female","Uterus","III","1","negative",1,1,1,1,1,1
"470","Female","Uterus","III","1andhalf","negative",1,1,1,1,1,1
"471","Female","Uterus","III","3","negative",1,1,1,1,1,1
"472","Female","Uterus","III","1","positive",1,1,1,1,1,1
"473","Female","Uterus","III","1andhalf","positive",1,1,1,1,1,1
"474","Female","Uterus","III","3","positive",1,1,1,1,1,1
"475","Female","Uterus","IV","1","negative",1,1,1,1,1,1
"476","Female","Uterus","IV","1andhalf","negative",1,1,1,1,1,1
"477","Female","Uterus","IV","3","negative",1,1,1,1,1,1
"478","Female","Uterus","IV","1","positive",1,1,1,1,1,1
"479","Female","Uterus","IV","1andhalf","positive",1,1,1,1,1,1
"480","Female","Uterus","IV","3","positive",1,1,1,1,1,1
"481","Male","Anus","I","1","negative",1,1,1,1,1,1
"482","Male","Anus","I","1andhalf","negative",1,1,1,1,1,1
"483","Male","Anus","I","3","negative",0,1,1,1,1,1
"484","Male","Anus","I","1","positive",1,1,1,1,1,1
"485","Male","Anus","I","1andhalf","positive",1,1,1,1,1,1
"486","Male","Anus","I","3","positive",1,1,1,1,1,1
"487","Male","Anus","II","1","negative",1,1,1,1,1,1
"488","Male","Anus","II","1andhalf","negative",1,1,1,1,1,1
"489","Male","Anus","II","3","negative",1,1,1,1,1,1
"490","Male","Anus","II","1","positive",1,1,1,1,1,1
"491","Male","Anus","II","1andhalf","positive",1,1,1,1,1,1
"492","Male","Anus","II","3","positive",1,1,1,1,1,1
"493","Male","Anus","III","1","negative",1,1,1,1,1,1
"494","Male","Anus","III","1andhalf","negative",1,1,1,1,1,1
"495","Male","Anus","III","3","negative",1,1,1,1,1,1
"496","Male","Anus","III","1","positive",1,1,1,1,1,1
"497","Male","Anus","III","1andhalf","positive",1,1,1,1,1,1
"498","Male","Anus","III","3","positive",1,1,1,1,1,1
"499","Male","Anus","IV","1","negative",1,1,1,1,1,1
"500","Male","Anus","IV","1andhalf","negative",1,1,1,1,1,1
"501","Male","Anus","IV","3","negative",1,1,1,1,1,1
"502","Male","Anus","IV","1","positive",1,1,1,1,1,1
"503","Male","Anus","IV","1andhalf","positive",1,1,1,1,1,1
"504","Male","Anus","IV","3","positive",1,1,1,1,1,1
"505","Male","Bladder","I","1","negative",1,1,1,1,1,1
"506","Male","Bladder","I","1andhalf","negative",1,1,1,1,1,1
"507","Male","Bladder","I","3","negative",1,1,1,1,1,1
"508","Male","Bladder","I","1","positive",1,1,1,1,1,1
"509","Male","Bladder","I","1andhalf","positive",1,1,1,1,1,1
"510","Male","Bladder","I","3","positive",1,1,1,1,1,1
"511","Male","Bladder","II","1","negative",1,1,1,1,1,1
"512","Male","Bladder","II","1andhalf","negative",1,1,1,1,1,1
"513","Male","Bladder","II","3","negative",1,1,1,1,1,1
"514","Male","Bladder","II","1","positive",1,1,1,1,1,1
"515","Male","Bladder","II","1andhalf","positive",1,1,1,1,1,1
"516","Male","Bladder","II","3","positive",1,1,1,1,1,1
"517","Male","Bladder","III","1","negative",1,1,1,1,1,1
"518","Male","Bladder","III","1andhalf","negative",1,1,1,1,1,1
"519","Male","Bladder","III","3","negative",1,1,1,1,1,1
"520","Male","Bladder","III","1","positive",1,1,1,1,1,1
"521","Male","Bladder","III","1andhalf","positive",1,1,1,1,1,1
"522","Male","Bladder","III","3","positive",1,1,1,1,1,1
"523","Male","Bladder","IV","1","negative",1,1,1,1,1,1
"524","Male","Bladder","IV","1andhalf","negative",1,1,1,1,1,1
"525","Male","Bladder","IV","3","negative",1,1,1,1,1,1
"526","Male","Bladder","IV","1","positive",1,1,1,1,1,1
"527","Male","Bladder","IV","1andhalf","positive",1,1,1,1,1,1
"528","Male","Bladder","IV","3","positive",1,1,1,1,1,1
"529","Male","Colon/Rectum","I","1","negative",1,1,1,1,1,1
"530","Male","Colon/Rectum","I","1andhalf","negative",1,1,1,1,1,1
"531","Male","Colon/Rectum","I","3","negative",1,1,1,1,1,1
"532","Male","Colon/Rectum","I","1","positive",1,1,1,1,1,1
"533","Male","Colon/Rectum","I","1andhalf","positive",1,1,1,1,1,1
"534","Male","Colon/Rectum","I","3","positive",1,1,1,1,1,1
"535","Male","Colon/Rectum","II","1","negative",1,1,1,1,1,1
"536","Male","Colon/Rectum","II","1andhalf","negative",1,1,1,1,1,1
"537","Male","Colon/Rectum","II","3","negative",1,1,1,1,1,1
"538","Male","Colon/Rectum","II","1","positive",1,1,1,1,1,1
"539","Male","Colon/Rectum","II","1andhalf","positive",1,1,1,1,1,1
"540","Male","Colon/Rectum","II","3","positive",1,1,1,1,1,1
"541","Male","Colon/Rectum","III","1","negative",1,1,1,1,1,1
"542","Male","Colon/Rectum","III","1andhalf","negative",1,1,1,1,1,1
"543","Male","Colon/Rectum","III","3","negative",1,1,1,1,1,1
"544","Male","Colon/Rectum","III","1","positive",1,1,1,1,1,1
"545","Male","Colon/Rectum","III","1andhalf","positive",1,1,1,1,1,1
"546","Male","Colon/Rectum","III","3","positive",1,1,1,1,1,1
"547","Male","Colon/Rectum","IV","1","negative",1,1,1,1,1,1
"548","Male","Colon/Rectum","IV","1andhalf","negative",1,1,1,1,1,1
"549","Male","Colon/Rectum","IV","3","negative",1,1,1,1,1,1
"550","Male","Colon/Rectum","IV","1","positive",1,1,1,1,1,1
"551","Male","Colon/Rectum","IV","1andhalf","positive",1,1,1,1,1,1
"552","Male","Colon/Rectum","IV","3","positive",1,1,1,1,1,1
"553","Male","Esophagus","I","1","negative",1,1,1,1,1,1
"554","Male","Esophagus","I","1andhalf","negative",1,1,1,1,1,1
"555","Male","Esophagus","I","3","negative",1,1,1,1,1,1
"556","Male","Esophagus","I","1","positive",1,1,1,1,1,1
"557","Male","Esophagus","I","1andhalf","positive",1,1,1,1,1,1
"558","Male","Esophagus","I","3","positive",1,1,1,1,1,1
"559","Male","Esophagus","II","1","negative",1,1,1,1,1,1
"560","Male","Esophagus","II","1andhalf","negative",1,1,1,1,1,1
"561","Male","Esophagus","II","3","negative",1,1,1,1,1,1
"562","Male","Esophagus","II","1","positive",1,1,1,1,1,1
"563","Male","Esophagus","II","1andhalf","positive",1,1,1,1,1,1
"564","Male","Esophagus","II","3","positive",1,1,1,1,1,1
"565","Male","Esophagus","III","1","negative",1,1,1,1,1,1
"566","Male","Esophagus","III","1andhalf","negative",1,1,1,1,1,1
"567","Male","Esophagus","III","3","negative",1,1,1,1,1,1
"568","Male","Esophagus","III","1","positive",1,1,1,1,1,1
"569","Male","Esophagus","III","1andhalf","positive",1,1,1,1,1,1
"570","Male","Esophagus","III","3","positive",1,1,1,1,1,1
"571","Male","Esophagus","IV","1","negative",1,1,1,1,1,1
"572","Male","Esophagus","IV","1andhalf","negative",1,1,1,1,1,1
"573","Male","Esophagus","IV","3","negative",1,1,1,1,1,1
"574","Male","Esophagus","IV","1","positive",1,1,1,1,1,1
"575","Male","Esophagus","IV","1andhalf","positive",1,1,1,1,1,1
"576","Male","Esophagus","IV","3","positive",1,1,1,1,1,1
"577","Male","Gallbladder","I","1","negative",1,1,1,1,1,1
"578","Male","Gallbladder","I","1andhalf","negative",1,1,1,1,1,1
"579","Male","Gallbladder","I","3","negative",1,1,1,1,1,1
"580","Male","Gallbladder","I","1","positive",1,1,1,1,1,1
"581","Male","Gallbladder","I","1andhalf","positive",1,1,1,1,1,1
"582","Male","Gallbladder","I","3","positive",1,1,1,1,1,1
"583","Male","Gallbladder","II","1","negative",1,1,1,1,1,1
"584","Male","Gallbladder","II","1andhalf","negative",1,1,1,1,1,1
"585","Male","Gallbladder","II","3","negative",1,1,1,1,1,1
"586","Male","Gallbladder","II","1","positive",1,1,1,1,1,1
"587","Male","Gallbladder","II","1andhalf","positive",1,1,1,1,1,1
"588","Male","Gallbladder","II","3","positive",1,1,1,1,1,1
"589","Male","Gallbladder","III","1","negative",1,1,1,1,1,1
"590","Male","Gallbladder","III","1andhalf","negative",1,1,1,1,1,1
"591","Male","Gallbladder","III","3","negative",1,1,1,1,1,1
"592","Male","Gallbladder","III","1","positive",1,1,1,1,1,1
"593","Male","Gallbladder","III","1andhalf","positive",1,1,1,1,1,1
"594","Male","Gallbladder","III","3","positive",1,1,1,1,1,1
"595","Male","Gallbladder","IV","1","negative",1,1,1,1,1,0
"596","Male","Gallbladder","IV","1andhalf","negative",1,1,1,1,1,0
"597","Male","Gallbladder","IV","3","negative",1,1,1,1,1,0
"598","Male","Gallbladder","IV","1","positive",1,1,1,1,1,0
"599","Male","Gallbladder","IV","1andhalf","positive",1,1,1,1,1,0
"600","Male","Gallbladder","IV","3","positive",1,1,1,1,1,0
"601","Male","Head and Neck","I","1","negative",1,1,1,1,1,1
"602","Male","Head and Neck","I","1andhalf","negative",1,1,1,1,1,1
"603","Male","Head and Neck","I","3","negative",1,1,1,1,1,1
"604","Male","Head and Neck","I","1","positive",1,1,1,1,1,1
"605","Male","Head and Neck","I","1andhalf","positive",1,1,1,1,1,1
"606","Male","Head and Neck","I","3","positive",1,1,1,1,1,1
"607","Male","Head and Neck","II","1","negative",1,1,1,1,1,1
"608","Male","Head and Neck","II","1andhalf","negative",1,1,1,1,1,1
"609","Male","Head and Neck","II","3","negative",1,1,1,1,1,1
"610","Male","Head and Neck","II","1","positive",1,1,1,1,1,1
"611","Male","Head and Neck","II","1andhalf","positive",1,1,1,1,1,1
"612","Male","Head and Neck","II","3","positive",1,1,1,1,1,1
"613","Male","Head and Neck","III","1","negative",1,1,1,1,1,1
"614","Male","Head and Neck","III","1andhalf","negative",1,1,1,1,1,1
"615","Male","Head and Neck","III","3","negative",1,1,1,1,1,1
"616","Male","Head and Neck","III","1","positive",1,1,1,1,1,1
"617","Male","Head and Neck","III","1andhalf","positive",1,1,1,1,1,1
"618","Male","Head and Neck","III","3","positive",1,1,1,1,1,1
"619","Male","Head and Neck","IV","1","negative",1,1,1,1,1,1
"620","Male","Head and Neck","IV","1andhalf","negative",1,1,1,1,1,1
"621","Male","Head and Neck","IV","3","negative",1,1,1,1,1,1
"622","Male","Head and Neck","IV","1","positive",1,1,1,1,1,1
"623","Male","Head and Neck","IV","1andhalf","positive",1,1,1,1,1,1
"624","Male","Head and Neck","IV","3","positive",1,1,1,1,1,1
"625","Male","Kidney","I","1","negative",1,1,1,1,1,1
"626","Male","Kidney","I","1andhalf","negative",1,1,1,1,1,1
"627","Male","Kidney","I","3","negative",1,1,1,1,1,1
"628","Male","Kidney","I","1","positive",1,1,1,1,1,1
"629","Male","Kidney","I","1andhalf","positive",1,1,1,1,1,1
"630","Male","Kidney","I","3","positive",1,1,1,1,1,1
"631","Male","Kidney","II","1","negative",1,1,1,1,1,1
"632","Male","Kidney","II","1andhalf","negative",1,1,1,1,1,1
"633","Male","Kidney","II","3","negative",1,1,1,1,1,1
"634","Male","Kidney","II","1","positive",1,1,1,1,1,1
"635","Male","Kidney","II","1andhalf","positive",1,1,1,1,1,1
"636","Male","Kidney","II","3","positive",1,1,1,1,1,1
"637","Male","Kidney","III","1","negative",1,1,1,1,1,1
"638","Male","Kidney","III","1andhalf","negative",1,1,1,1,1,1
"639","Male","Kidney","III","3","negative",1,1,1,1,1,1
"640","Male","Kidney","III","1","positive",1,1,1,1,1,1
"641","Male","Kidney","III","1andhalf","positive",1,1,1,1,1,1
"642","Male","Kidney","III","3","positive",1,1,1,1,1,1
"643","Male","Kidney","IV","1","negative",1,1,1,1,1,1
"644","Male","Kidney","IV","1andhalf","negative",1,1,1,1,1,1
"645","Male","Kidney","IV","3","negative",1,1,1,1,1,1
"646","Male","Kidney","IV","1","positive",1,1,1,1,1,1
"647","Male","Kidney","IV","1andhalf","positive",1,1,1,1,1,1
"648","Male","Kidney","IV","3","positive",1,1,1,1,1,1
"649","Male","Liver/Bile-duct","I","1","negative",1,1,1,1,1,1
"650","Male","Liver/Bile-duct","I","1andhalf","negative",1,1,1,1,1,1
"651","Male","Liver/Bile-duct","I","3","negative",1,1,1,1,1,1
"652","Male","Liver/Bile-duct","I","1","positive",1,1,1,1,1,1
"653","Male","Liver/Bile-duct","I","1andhalf","positive",1,1,1,1,1,1
"654","Male","Liver/Bile-duct","I","3","positive",1,1,1,1,1,1
"655","Male","Liver/Bile-duct","II","1","negative",1,1,1,1,1,1
"656","Male","Liver/Bile-duct","II","1andhalf","negative",1,1,1,1,1,1
"657","Male","Liver/Bile-duct","II","3","negative",1,1,1,1,1,1
"658","Male","Liver/Bile-duct","II","1","positive",1,1,1,1,1,1
"659","Male","Liver/Bile-duct","II","1andhalf","positive",1,1,1,1,1,1
"660","Male","Liver/Bile-duct","II","3","positive",1,1,1,1,1,1
"661","Male","Liver/Bile-duct","III","1","negative",1,1,1,1,1,1
"662","Male","Liver/Bile-duct","III","1andhalf","negative",1,1,1,1,1,1
"663","Male","Liver/Bile-duct","III","3","negative",1,1,1,1,1,1
"664","Male","Liver/Bile-duct","III","1","positive",1,1,1,1,1,1
"665","Male","Liver/Bile-duct","III","1andhalf","positive",1,1,1,1,1,1
"666","Male","Liver/Bile-duct","III","3","positive",1,1,1,1,1,1
"667","Male","Liver/Bile-duct","IV","1","negative",1,1,1,1,1,1
"668","Male","Liver/Bile-duct","IV","1andhalf","negative",1,1,1,1,1,1
"669","Male","Liver/Bile-duct","IV","3","negative",1,1,1,1,1,1
"670","Male","Liver/Bile-duct","IV","1","positive",1,1,1,1,1,1
"671","Male","Liver/Bile-duct","IV","1andhalf","positive",1,1,1,1,1,1
"672","Male","Liver/Bile-duct","IV","3","positive",1,1,1,1,1,1
"673","Male","Lung","I","1","negative",1,1,1,1,1,1
"674","Male","Lung","I","1andhalf","negative",1,1,1,1,1,1
"675","Male","Lung","I","3","negative",1,1,1,1,1,1
"676","Male","Lung","I","1","positive",1,1,1,1,1,1
"677","Male","Lung","I","1andhalf","positive",1,1,1,1,1,1
"678","Male","Lung","I","3","positive",1,1,1,1,1,1
"679","Male","Lung","II","1","negative",1,1,1,1,1,1
"680","Male","Lung","II","1andhalf","negative",1,1,1,1,1,1
"681","Male","Lung","II","3","negative",1,1,1,1,1,1
"682","Male","Lung","II","1","positive",1,1,1,1,1,1
"683","Male","Lung","II","1andhalf","positive",1,1,1,1,1,1
"684","Male","Lung","II","3","positive",1,1,1,1,1,1
"685","Male","Lung","III","1","negative",1,1,1,1,1,1
"686","Male","Lung","III","1andhalf","negative",1,1,1,1,1,1
"687","Male","Lung","III","3","negative",1,1,1,1,1,1
"688","Male","Lung","III","1","positive",1,1,1,1,1,1
"689","Male","Lung","III","1andhalf","positive",1,1,1,1,1,1
"690","Male","Lung","III","3","positive",1,1,1,1,1,1
"691","Male","Lung","IV","1","negative",1,1,1,1,1,1
"692","Male","Lung","IV","1andhalf","negative",1,1,1,1,1,1
"693","Male","Lung","IV","3","negative",1,1,1,1,1,1
"694","Male","Lung","IV","1","positive",1,1,1,1,1,1
"695","Male","Lung","IV","1andhalf","positive",1,1,1,1,1,1
"696","Male","Lung","IV","3","positive",1,1,1,1,1,1
"697","Male","Lymphoma","I","1","negative",1,1,1,1,1,1
"698","Male","Lymphoma","I","1andhalf","negative",1,1,1,1,1,1
"699","Male","Lymphoma","I","3","negative",1,1,1,1,1,1
"700","Male","Lymphoma","I","1","positive",1,1,1,1,1,1
"701","Male","Lymphoma","I","1andhalf","positive",1,1,1,1,1,1
"702","Male","Lymphoma","I","3","positive",1,1,1,1,1,1
"703","Male","Lymphoma","II","1","negative",1,1,1,1,1,1
"704","Male","Lymphoma","II","1andhalf","negative",1,1,1,1,1,1
"705","Male","Lymphoma","II","3","negative",1,1,1,1,1,1
"706","Male","Lymphoma","II","1","positive",1,1,1,1,1,1
"707","Male","Lymphoma","II","1andhalf","positive",1,1,1,1,1,1
"708","Male","Lymphoma","II","3","positive",1,1,1,1,1,1
"709","Male","Lymphoma","III","1","negative",1,1,1,1,1,1
"710","Male","Lymphoma","III","1andhalf","negative",1,1,1,1,1,1
"711","Male","Lymphoma","III","3","negative",1,1,1,1,1,1
"712","Male","Lymphoma","III","1","positive",1,1,1,1,1,1
"713","Male","Lymphoma","III","1andhalf","positive",1,1,1,1,1,1
"714","Male","Lymphoma","III","3","positive",1,1,1,1,1,1
"715","Male","Lymphoma","IV","1","negative",1,1,1,1,1,1
"716","Male","Lymphoma","IV","1andhalf","negative",1,1,1,1,1,1
"717","Male","Lymphoma","IV","3","negative",1,1,1,1,1,1
"718","Male","Lymphoma","IV","1","positive",1,1,1,1,1,1
"719","Male","Lymphoma","IV","1andhalf","positive",1,1,1,1,1,1
"720","Male","Lymphoma","IV","3","positive",1,1,1,1,1,1
"721","Male","Melanoma","I","1","negative",1,1,1,1,1,1
"722","Male","Melanoma","I","1andhalf","negative",1,1,1,1,1,1
"723","Male","Melanoma","I","3","negative",1,1,1,1,1,1
"724","Male","Melanoma","I","1","positive",1,1,1,1,1,1
"725","Male","Melanoma","I","1andhalf","positive",1,1,1,0,1,1
"726","Male","Melanoma","I","3","positive",1,1,0,0,0,0
"727","Male","Melanoma","II","1","negative",1,1,1,1,1,1
"728","Male","Melanoma","II","1andhalf","negative",1,1,1,1,1,1
"729","Male","Melanoma","II","3","negative",1,1,1,1,1,1
"730","Male","Melanoma","II","1","positive",1,1,1,1,1,1
"731","Male","Melanoma","II","1andhalf","positive",1,1,1,1,1,1
"732","Male","Melanoma","II","3","positive",1,1,1,1,1,1
"733","Male","Melanoma","III","1","negative",1,1,1,1,1,1
"734","Male","Melanoma","III","1andhalf","negative",1,1,1,1,1,1
"735","Male","Melanoma","III","3","negative",1,1,1,1,1,1
"736","Male","Melanoma","III","1","positive",1,1,1,1,1,1
"737","Male","Melanoma","III","1andhalf","positive",1,1,1,1,1,1
"738","Male","Melanoma","III","3","positive",1,1,1,1,1,1
"739","Male","Melanoma","IV","1","negative",1,1,1,1,1,1
"740","Male","Melanoma","IV","1andhalf","negative",1,1,1,1,1,1
"741","Male","Melanoma","IV","3","negative",1,1,1,1,1,1
"742","Male","Melanoma","IV","1","positive",1,1,1,1,1,1
"743","Male","Melanoma","IV","1andhalf","positive",1,1,1,1,1,1
"744","Male","Melanoma","IV","3","positive",1,1,1,1,1,1
"745","Male","Pancreas","I","1","negative",1,1,1,1,1,1
"746","Male","Pancreas","I","1andhalf","negative",1,1,1,1,1,1
"747","Male","Pancreas","I","3","negative",1,1,1,1,1,1
"748","Male","Pancreas","I","1","positive",1,1,1,1,1,1
"749","Male","Pancreas","I","1andhalf","positive",1,1,1,1,1,1
"750","Male","Pancreas","I","3","positive",1,1,1,1,1,1
"751","Male","Pancreas","II","1","negative",1,1,1,1,1,1
"752","Male","Pancreas","II","1andhalf","negative",1,1,1,1,1,1
"753","Male","Pancreas","II","3","negative",1,1,1,1,1,1
"754","Male","Pancreas","II","1","positive",1,1,1,1,1,1
"755","Male","Pancreas","II","1andhalf","positive",1,1,1,1,1,1
"756","Male","Pancreas","II","3","positive",1,1,1,1,1,1
"757","Male","Pancreas","III","1","negative",1,1,1,1,1,1
"758","Male","Pancreas","III","1andhalf","negative",1,1,1,1,1,1
"759","Male","Pancreas","III","3","negative",1,1,1,1,1,1
"760","Male","Pancreas","III","1","positive",1,1,1,1,1,1
"761","Male","Pancreas","III","1andhalf","positive",1,1,1,1,1,1
"762","Male","Pancreas","III","3","positive",1,1,1,1,1,1
"763","Male","Pancreas","IV","1","negative",1,1,1,1,1,1
"764","Male","Pancreas","IV","1andhalf","negative",1,1,1,1,1,1
"765","Male","Pancreas","IV","3","negative",1,1,1,1,1,1
"766","Male","Pancreas","IV","1","positive",1,1,1,1,1,1
"767","Male","Pancreas","IV","1andhalf","positive",1,1,1,1,1,1
"768","Male","Pancreas","IV","3","positive",1,1,1,1,1,1
"769","Male","Prostate","I","1","negative",1,1,0,0,0,0
"770","Male","Prostate","I","1andhalf","negative",1,1,0,0,0,0
"771","Male","Prostate","I","3","negative",1,1,0,0,0,0
"772","Male","Prostate","I","1","positive",1,1,0,0,0,0
"773","Male","Prostate","I","1andhalf","positive",1,0,0,0,0,0
"774","Male","Prostate","I","3","positive",0,0,0,0,0,0
"775","Male","Prostate","II","1","negative",1,1,1,0,0,1
"776","Male","Prostate","II","1andhalf","negative",1,1,1,0,0,1
"777","Male","Prostate","II","3","negative",1,1,1,0,0,1
"778","Male","Prostate","II","1","positive",1,1,1,0,0,1
"779","Male","Prostate","II","1andhalf","positive",1,1,0,0,0,0
"780","Male","Prostate","II","3","positive",1,0,0,0,0,0
"781","Male","Prostate","III","1","negative",1,1,1,1,1,0
"782","Male","Prostate","III","1andhalf","negative",1,1,1,1,1,0
"783","Male","Prostate","III","3","negative",1,1,1,1,1,0
"784","Male","Prostate","III","1","positive",1,1,1,1,1,0
"785","Male","Prostate","III","1andhalf","positive",1,1,1,1,1,0
"786","Male","Prostate","III","3","positive",1,1,1,1,1,0
"787","Male","Prostate","IV","1","negative",1,1,1,1,1,1
"788","Male","Prostate","IV","1andhalf","negative",1,1,1,1,1,1
"789","Male","Prostate","IV","3","negative",1,1,1,1,1,1
"790","Male","Prostate","IV","1","positive",1,1,1,1,1,1
"791","Male","Prostate","IV","1andhalf","positive",1,1,1,1,1,1
"792","Male","Prostate","IV","3","positive",1,1,1,1,1,1
"793","Male","Sarcoma","I","1","negative",1,1,1,1,1,1
"794","Male","Sarcoma","I","1andhalf","negative",1,1,1,1,1,1
"795","Male","Sarcoma","I","3","negative",1,1,1,1,1,1
"796","Male","Sarcoma","I","1","positive",1,1,1,1,1,1
"797","Male","Sarcoma","I","1andhalf","positive",1,1,1,1,1,1
"798","Male","Sarcoma","I","3","positive",1,1,1,1,1,1
"799","Male","Sarcoma","II","1","negative",1,1,1,1,1,1
"800","Male","Sarcoma","II","1andhalf","negative",1,1,1,1,1,1
"801","Male","Sarcoma","II","3","negative",1,1,1,1,1,1
"802","Male","Sarcoma","II","1","positive",1,1,1,1,1,1
"803","Male","Sarcoma","II","1andhalf","positive",1,1,1,1,1,1
"804","Male","Sarcoma","II","3","positive",1,1,1,1,1,1
"805","Male","Sarcoma","III","1","negative",1,1,1,1,1,1
"806","Male","Sarcoma","III","1andhalf","negative",1,1,1,1,1,1
"807","Male","Sarcoma","III","3","negative",1,1,1,1,1,1
"808","Male","Sarcoma","III","1","positive",1,1,1,1,1,1
"809","Male","Sarcoma","III","1andhalf","positive",1,1,1,1,1,1
"810","Male","Sarcoma","III","3","positive",1,1,1,1,1,1
"811","Male","Sarcoma","IV","1","negative",1,1,1,1,1,1
"812","Male","Sarcoma","IV","1andhalf","negative",1,1,1,1,1,1
"813","Male","Sarcoma","IV","3","negative",1,1,1,1,1,1
"814","Male","Sarcoma","IV","1","positive",1,1,1,1,1,1
"815","Male","Sarcoma","IV","1andhalf","positive",1,1,1,1,1,1
"816","Male","Sarcoma","IV","3","positive",1,1,1,1,0,0
"817","Male","Stomach","I","1","negative",1,1,1,1,1,1
"818","Male","Stomach","I","1andhalf","negative",1,1,1,1,1,1
"819","Male","Stomach","I","3","negative",1,1,1,1,1,1
"820","Male","Stomach","I","1","positive",1,1,1,1,1,1
"821","Male","Stomach","I","1andhalf","positive",1,1,1,1,1,1
"822","Male","Stomach","I","3","positive",1,1,1,1,1,1
"823","Male","Stomach","II","1","negative",1,1,1,1,1,1
"824","Male","Stomach","II","1andhalf","negative",1,1,1,1,1,1
"825","Male","Stomach","II","3","negative",1,1,1,1,1,1
"826","Male","Stomach","II","1","positive",1,1,1,1,1,1
"827","Male","Stomach","II","1andhalf","positive",1,1,1,1,1,1
"828","Male","Stomach","II","3","positive",1,1,1,1,1,1
"829","Male","Stomach","III","1","negative",1,1,1,1,1,1
"830","Male","Stomach","III","1andhalf","negative",1,1,1,1,1,1
"831","Male","Stomach","III","3","negative",1,1,1,1,1,1
"832","Male","Stomach","III","1","positive",1,1,1,1,1,1
"833","Male","Stomach","III","1andhalf","positive",1,1,1,1,1,1
"834","Male","Stomach","III","3","positive",1,1,1,1,1,1
"835","Male","Stomach","IV","1","negative",1,1,1,1,1,1
"836","Male","Stomach","IV","1andhalf","negative",1,1,1,1,1,1
"837","Male","Stomach","IV","3","negative",1,1,1,1,1,1
"838","Male","Stomach","IV","1","positive",1,1,1,1,1,1
"839","Male","Stomach","IV","1andhalf","positive",1,1,1,1,1,1
"840","Male","Stomach","IV","3","positive",1,1,1,1,1,1
"841","Male","Thyroid","I","1","negative",1,1,0,0,1,1
"842","Male","Thyroid","I","1andhalf","negative",1,1,0,0,1,1
"843","Male","Thyroid","I","3","negative",1,1,0,0,1,1
"844","Male","Thyroid","I","1","positive",1,1,0,0,1,1
"845","Male","Thyroid","I","1andhalf","positive",1,1,0,0,1,1
"846","Male","Thyroid","I","3","positive",1,1,1,0,1,1
"847","Male","Thyroid","II","1","negative",1,0,1,0,1,1
"848","Male","Thyroid","II","1andhalf","negative",1,0,1,0,1,1
